model,optimal_p,payoff_ratio,answer
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,99,0.01,1
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,49,1.02,0
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,0
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,0
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,0
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,0
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
openai/gpt-5,51,0.98,1
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,1
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,40,1.5,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
