model,optimal_p,affordable_payoff,answer
anthropic/claude-4.5-sonnet,40,6.7,affordable
anthropic/claude-4.5-sonnet,40,6.7,affordable
anthropic/claude-4.5-sonnet,40,6.7,luxury
anthropic/claude-4.5-sonnet,40,6.7,luxury
anthropic/claude-4.5-sonnet,40,6.7,affordable
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,affordable
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,50,10.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,affordable
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,60,15.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,affordable
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
anthropic/claude-4.5-sonnet,90,90.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,affordable
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,affordable
moonshotai/kimi-k2-0905,10,1.0,affordable
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,affordable
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
moonshotai/kimi-k2-0905,10,1.0,luxury
