model,optimal_p,b_count,answer
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,1.0,99000,0
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
openai/gpt-5,99.0,10,1
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,40.0,1500,0
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,60.0,667,1
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
