code,model,p,v,v2,raw_text,status,digit_1,digit_2,digit_3,digit_4,digit_5,digit_6,digit_7,digit_8,digit_9,digit_10,sum_digits, 
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 1,success,0,0,0,0,0,0,0,0,0,1,1,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 1,success,0,0,0,0,0,0,0,0,0,1,1,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 1,success,0,0,0,0,0,0,0,0,0,1,1,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 1,success,0,0,0,0,0,0,0,0,0,1,1,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 1,success,0,0,0,0,0,0,0,0,0,1,1,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 1,success,0,0,0,0,0,0,0,0,0,1,1,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 1,success,0,0,0,0,0,0,0,0,0,1,1,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 1,success,0,0,0,0,0,0,0,0,0,1,1,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 1,success,0,0,0,0,0,0,0,0,0,1,1,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 1,success,0,0,0,0,0,0,0,0,0,1,1,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
A223,qwen/qwen3-vl-8b-instruct,15,,,0 0 0 0 0 0 0 0 0 0,success,0,0,0,0,0,0,0,0,0,0,0,
