code,model,p,v,v2,raw_text,answer, , .1, .2, .3, .4, .5, .6, .7, .8, .9, .10, .11, .12, .13, .14, .15, .16, .17
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,37,1.0,,,,,,,,,,,,,,,,,,
A15,google/gemini-2.5-pro,50,50,37,50,0.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,night,0.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,night,0.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,Day,0.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,Day,0.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,night,0.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,night,0.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,Day,0.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,night,0.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,night,0.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A16,google/gemini-2.5-pro,50,night,day,day,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,alien,0.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,Human,0.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,Human,0.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,alien,0.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,alien,0.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,alien,0.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,alien,0.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,alien,0.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,alien,0.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,Human,0.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,alien,0.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,alien,0.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,alien,0.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,Human,0.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,alien,0.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,Human,0.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
A17,google/gemini-2.5-pro,50,alien,human,human,1.0,,,,,,,,,,,,,,,,,,
